iter	RMSE
258	13.31570642
259	13.27154988
260	13.2301828
261	13.19770085
262	13.16328657
263	13.14714222
264	13.11789712
265	13.08724852
266	13.07027114
267	13.03750827
268	13.02556242
269	12.99012318
270	12.94804043
271	12.92506351
272	12.86729729
273	12.84060032
274	12.78352282
275	12.76946018
276	12.7399068
277	12.71431809
278	12.66081264
279	12.62567003
280	12.60497061
281	12.55131769
282	12.51978061
283	12.48323608
284	12.4527188
285	12.43902155
286	12.41639694
287	12.4027687
288	12.38441986
289	12.36630411
290	12.31921706
291	12.27539563
292	12.24872745
293	12.2316575
294	12.21891674
295	12.19374159
296	12.17095125
297	12.1507512
298	12.11004603
299	12.08889918
300	12.07265458
301	12.02659422
302	12.00452719
303	11.98444066
304	11.9696433
305	11.94299159
306	11.90763952
307	11.87254972
308	11.8286659
309	11.80139852
310	11.78805318
311	11.75591069
312	11.73137821
313	11.69826953
314	11.65739974
315	11.62346821
316	11.61514238
317	11.59217744
318	11.55746586
319	11.5280758
320	11.52143465
321	11.49625653
322	11.46636278
323	11.42825384
324	11.39912258
325	11.3619103
326	11.33962376
327	11.31240963
328	11.29096239
329	11.27148963
330	11.23675855
331	11.20310584
332	11.16356375
333	11.14818312
334	11.13348131
335	11.10704611
336	11.09455127
337	11.06979411
338	11.04714461
339	11.02706446
340	10.99611922
341	10.98567372
342	10.96570396
343	10.94406245
344	10.90843781
345	10.8753615
346	10.85040061
347	10.83609129
348	10.81644589
349	10.79139869
350	10.77222036
351	10.76026486
352	10.7459821
353	10.72296604
354	10.70188892
355	10.67123254
356	10.64801698
357	10.64052019
358	10.62223397
359	10.61135995
360	10.58547976
361	10.55968748
362	10.53540535
363	10.51741495
364	10.50601278
365	10.49527677
366	10.46890791
367	10.44194624
368	10.412745
369	10.39757519
370	10.38326625
371	10.37345597
372	10.37317307
373	10.35950613
374	10.34169914
375	10.34141815
376	10.33440577
377	10.32645888
378	10.31013895
379	10.30002186
380	10.29069972
381	10.26989929
382	10.23842365
383	10.21867837
384	10.20799213
385	10.19520674
386	10.1859504
387	10.16723975
388	10.14113823
389	10.11480297
390	10.097156
391	10.08387574
392	10.06304676
393	10.06279182
394	10.06160141
395	10.05000669
396	10.04271688
397	10.01814371
398	9.999530714
399	9.969385744
400	9.958072042
401	9.941222879
402	9.938040418
403	9.914805746
404	9.897453523
405	9.881179499
406	9.872095762
407	9.860581063
408	9.838712909
409	9.821547029
410	9.813980538
411	9.801434815
412	9.781475827
413	9.772276311
414	9.746104246
415	9.730014569
416	9.71572944
417	9.699157881
418	9.688019669
419	9.676930695
420	9.654724967
421	9.634242999
422	9.620602431
423	9.602862329
424	9.591073157
425	9.576258193
426	9.57337781
427	9.566268803
428	9.545184901
429	9.52588543
430	9.513349162
431	9.505310328
432	9.487882363
433	9.475431416
434	9.45696501
435	9.446751119
436	9.428877174
437	9.420174178
438	9.395275756
439	9.378754763
440	9.364942284
441	9.354945465
442	9.337650545
443	9.321847788
444	9.306228292
445	9.29839718
446	9.287398387
447	9.278070676
448	9.263191121
449	9.246018624
450	9.231864752
451	9.22061506
452	9.2139241
453	9.201739614
454	9.192664355
455	9.170684602
456	9.162004812
457	9.152229399
458	9.146043749
459	9.130068705
460	9.117332822
461	9.100762398
462	9.094641425
463	9.079207931
464	9.073929687
465	9.056260344
466	9.040489149
467	9.029562769
468	9.022748606
469	9.010435426
470	8.990378632
471	8.964146246
472	8.947166203
473	8.933884959
474	8.910123629
475	8.896686879
476	8.887909141
477	8.876995707
478	8.858801213
479	8.848351863
480	8.841105682
481	8.830728384
482	8.814461394
483	8.808833412
484	8.790724179
485	8.785927071
486	8.773507427
487	8.760296897
488	8.746203224
489	8.725240815
490	8.717805726
491	8.70399757
492	8.696627967
493	8.681862858
494	8.67181125
495	8.656767758
496	8.647541213
497	8.63306106
498	8.6271702
499	8.616577139
500	8.607129972
501	8.587725398
502	8.565352277
503	8.552843803
504	8.531873893
505	8.520661734
506	8.507425042
507	8.495660659
508	8.486831994
509	8.47733229
510	8.464239848
511	8.453757282
512	8.442806551
513	8.427861888
514	8.414400259
515	8.403880665
516	8.396770678
517	8.38275265
518	8.371187567
519	8.3647283
520	8.358386418
521	8.348719074
522	8.339485676
523	8.329010914
524	8.320046397
525	8.303513856
526	8.291288192
527	8.272117802
528	8.263988507
529	8.2504041
530	8.244097936
531	8.232970065
532	8.226759849
533	8.218296652
534	8.20765656
535	8.202500684
536	8.191478703
537	8.185175808
538	8.166166704
539	8.153206807
540	8.145224782
541	8.133830191
542	8.123394887
543	8.111214196
544	8.106583994
545	8.097315643
546	8.089806661
547	8.082145678
548	8.07746831
549	8.061451486
550	8.04529182
551	8.036803126
552	8.028533288
553	8.020939753
554	8.012505894
555	8.005837033
556	7.995804067
557	7.992954569
558	7.983883525
559	7.971117801
560	7.959788486
561	7.955124462
562	7.946386207
563	7.938954729
564	7.93056941
565	7.919426192
566	7.907486117
567	7.890877914
568	7.883206925
569	7.876653683
570	7.876479258
571	7.864771679
572	7.864519193
573	7.864340158
574	7.858250304
575	7.846991591
576	7.834363743
577	7.827017166
578	7.813942077
579	7.80466202
580	7.802789787
581	7.790180214
582	7.778616288
583	7.768298193
584	7.759350236
585	7.7529293
586	7.742311396
587	7.736951578
588	7.727343999
589	7.725237817
590	7.722133418
591	7.714141713
592	7.699104436
593	7.69343162
594	7.678078966
595	7.666966209
596	7.657177782
597	7.649013813
598	7.639375292
599	7.631217857
600	7.621422579
601	7.611179897
602	7.603973048
603	7.596408677
604	7.596140012
605	7.585567192
606	7.580847424
607	7.5740968
608	7.564394935
609	7.564243839
610	7.563990955
611	7.562106035
612	7.554786041
613	7.549025714
614	7.542760185
615	7.532835806
616	7.5244445
617	7.523858239
618	7.517259945
619	7.512696874
620	7.50304404
621	7.490521433
622	7.48041769
623	7.470242054
624	7.462780862
625	7.454513435
626	7.447102387
627	7.439632108
628	7.433020302
629	7.43278246
630	7.424893876
631	7.414260698
632	7.409983823
633	7.401416241
634	7.391549011
635	7.383522581
636	7.37431587
637	7.36563592
638	7.357205615
639	7.347863881
640	7.339585614
641	7.339365964
642	7.334518985
643	7.324945934
644	7.318996098
645	7.313357379
646	7.309023958
647	7.300844777
648	7.292861334
649	7.292647921
650	7.285915955
651	7.279639856
652	7.274261155
653	7.260215258
654	7.251421177
655	7.243504689
656	7.239390495
657	7.232582829
658	7.224900978
659	7.216511277
660	7.208522707
661	7.202590794
662	7.191122978
663	7.183197313
664	7.177007703
665	7.171107797
666	7.163798533
667	7.158711328
668	7.150203785
669	7.137236964
670	7.129611957
671	7.123190972
672	7.115622396
673	7.108766382
674	7.10305609
675	7.098712792
676	7.086309914
677	7.084032387
678	7.078088063
679	7.068088798
680	7.065553482
681	7.060794243
682	7.052980922
683	7.043500508
684	7.033444986
685	7.026183381
686	7.022393797
687	7.015867971
688	7.010059951
689	7.003675869
690	7.000040184
691	6.997106688
692	6.996929661
693	6.990403792
694	6.984854066
695	6.977748421
696	6.973617318
697	6.967024283
698	6.962702485
699	6.953889521
700	6.947538135
701	6.944586858
702	6.940399177
703	6.932880767
704	6.92637073
705	6.922461545
706	6.915831021
707	6.912746337
708	6.906568863
709	6.901638829
710	6.898327139
711	6.891678736
712	6.889843301
713	6.885268959
714	6.885097158
715	6.880275052
716	6.87144069
717	6.866909635
718	6.864123027
719	6.858659668
720	6.853259976
721	6.846499416
722	6.843021802
723	6.839288079
724	6.833538187
725	6.829760559
726	6.828233724
727	6.813856959
728	6.806504371
729	6.80458018
730	6.801336025
731	6.797235922
732	6.792343724
733	6.78868213
734	6.780168539
735	6.776679734
736	6.768395104
737	6.762878599
738	6.758016326
739	6.751590859
740	6.751233048
741	6.74645535
742	6.743592383
743	6.737988919
744	6.734464952
745	6.721578634
746	6.715401264
747	6.714943794
748	6.714794837
749	6.709264573
750	6.704367591
751	6.700836328
752	6.697936718
753	6.693105979
754	6.688029443
755	6.677700547
756	6.671954686
757	6.665491835
758	6.660306369
759	6.652912419
760	6.646050725
761	6.640153741
762	6.636246284
763	6.625919645
764	6.61869222
765	6.612676688
766	6.607949825
767	6.603379387
768	6.598069623
769	6.592878128
770	6.587303284
771	6.587162767
772	6.583764373
773	6.573709819
774	6.567978762
775	6.563444055
776	6.559724972
777	6.556722439
778	6.55173268
779	6.548438196
780	6.542649712
781	6.539446449
782	6.535564563
783	6.529603477
784	6.522467028
785	6.512916663
786	6.508853209
787	6.500373254
788	6.495409207
789	6.490804287
790	6.487073386
791	6.478845346
792	6.475169256
793	6.473597772
794	6.473355561
795	6.46925564
796	6.46585168
797	6.462669439
798	6.462597599
799	6.457206666
800	6.451692004
801	6.448697253
802	6.446808065
803	6.444234386
804	6.440243688
805	6.437918677
806	6.432480415
807	6.429201391
808	6.421353967
809	6.415021376
810	6.407778126
811	6.404787371
812	6.400493585
813	6.392469923
814	6.387960635
815	6.384644504
816	6.380833886
817	6.376400598
818	6.371485901
819	6.366371663
820	6.36066268
821	6.356629215
822	6.352490311
823	6.345193908
824	6.338195987
825	6.335553193
826	6.328444348
827	6.323791323
828	6.319136877
829	6.315703848
830	6.312408559
831	6.307254104
832	6.299197027
833	6.295578201
834	6.293548975
835	6.291437931
836	6.287825128
837	6.285370326
838	6.282770458
839	6.276159871
840	6.271495703
841	6.264089312
842	6.260139069
843	6.257848836
844	6.255924085
845	6.253344495
846	6.250657937
847	6.248526567
848	6.243423392
849	6.239504221
850	6.232148845
851	6.226986891
852	6.219417329
853	6.216300389
854	6.21163737
855	6.206781617
856	6.202856944
857	6.199182591
858	6.196612889
859	6.191082187
860	6.188269827
861	6.18437388
862	6.181564592
863	6.173532933
864	6.169131327
865	6.162097918
866	6.159610226
867	6.152529038
868	6.1504232
869	6.147979424
870	6.141360234
871	6.130680014
872	6.125429026
873	6.122623145
874	6.11853921
875	6.110499549
876	6.106239815
877	6.102283494
878	6.09861085
879	6.095376639
880	6.089835434
881	6.086073616
882	6.082722204
883	6.0767313
884	6.074959425
885	6.071582093
886	6.068030732
887	6.06279855
888	6.058945729
889	6.05432395
890	6.051776206
891	6.049634147
892	6.046273467
893	6.043928292
894	6.039899442
895	6.035229172
896	6.031143116
897	6.02998737
898	6.025353597
899	6.022053642
900	6.018848525
901	6.012465361
902	6.003947721
903	6.002188916
904	6.000153394
905	5.995909487
906	5.993104441
907	5.989816489
908	5.983626983
909	5.977113026
910	5.971734752
911	5.969734051
912	5.96440063
913	5.956223554
914	5.949339972
915	5.944828448
916	5.941378005
917	5.938016698
918	5.934223989
919	5.9292357
920	5.924198768
921	5.920060171
922	5.910817624
923	5.906894802
924	5.902574665
925	5.894369007
926	5.890375281
927	5.887465521
928	5.885884968
929	5.881481906
930	5.879739364
931	5.877629934
932	5.873148278
933	5.869564021
934	5.864711069
935	5.857342444
936	5.853270963
937	5.84903324
938	5.843134059
939	5.839374772
940	5.835708916
941	5.827832885
942	5.825784804
943	5.821997559
944	5.818578253
945	5.816684217
946	5.814646924
947	5.811446582
948	5.80892825
949	5.803812481
950	5.800973793
951	5.797752078
952	5.789818872
953	5.786742557
954	5.783846101
955	5.781280242
956	5.779537444
957	5.774431506
958	5.770320051
959	5.768779962
960	5.766886196
961	5.764684206
962	5.762184079
963	5.757883948
964	5.754995901
965	5.751204004
966	5.747937965
967	5.746312617
968	5.73888303
969	5.732143585
970	5.729373375
971	5.727126318
972	5.725157609
973	5.723181339
974	5.721137813
975	5.716473814
976	5.710624168
977	5.710034544
978	5.708363187
979	5.70560074
980	5.699123912
981	5.696808099
982	5.694320721
983	5.692783438
984	5.69071189
985	5.688747921
986	5.685368594
987	5.679125009
988	5.673821884
989	5.66787236
990	5.665363354
991	5.663463307
992	5.662030894
993	5.658642841
994	5.654526934
995	5.651145385
996	5.644650901
997	5.642995687
998	5.641106861
999	5.639815274
